image url,microsoft azure labels,gluon labels,google label description,google object detection
https://instagram.fcbr1-1.fna.fbcdn.net/v/t51.2885-15/e35/171632639_448626639532274_1913439041261483848_n.jpg?tp=1&_nc_ht=instagram.fcbr1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=yZ8sJNPpllYAX_Etw6Q&edm=ABZsPhsAAAAA&ccb=7-4&oh=3c6dd63e8aa36886c5c901d28ac42a9b&oe=609A8BAD&_nc_sid=4efc9f,"['person', 'reptile', 'indoor', 'animal', 'turtle', 'tortoise', 'snake', 'amphibian', 'lizard', 'sea turtle', 'hand', 'true frog', 'toad', 'frog', 'true toad']","['tailed frog', 'banded gecko']","['True toad', 'Frog', 'Reptile', 'True frog', 'Toad', 'Terrestrial animal', 'Amphibian', 'Scaled reptile', 'Anaxyrus', 'Bufo']",['Frog']
https://instagram.fcbr1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/169988303_1678359679002468_2466655876715372153_n.jpg?tp=1&_nc_ht=instagram.fcbr1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=XcqxGYm0C0EAX-12UWf&edm=ABZsPhsAAAAA&ccb=7-4&oh=491fc5f905c845bf3a9b7b89e22afcca&oe=609A8E02&_nc_sid=4efc9f,"['sky', 'grass', 'outdoor', 'green', 'car', 'vehicle', 'land vehicle', 'automotive', 'supercar', 'sports car', 'wheel', 'performance car', 'personal luxury car', 'grand tourer', 'day', 'lush']","['racer', 'car wheel', 'sports car']","['Car', 'Automotive tail & brake light', 'Vehicle', 'Sky', 'Tire', 'Wheel', 'Plant', 'Vehicle registration plate', 'Trunk', 'Automotive lighting']","['Wheel', 'Car']"
https://instagram.fcbr1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/170043337_443147526777374_3952128741761888515_n.jpg?tp=1&_nc_ht=instagram.fcbr1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=xQHOqa4_zJcAX-WfzB0&edm=ABZsPhsAAAAA&ccb=7-4&oh=d02143c0e3fdfbddc5b821f38e9d6f8e&oe=609919FC&_nc_sid=4efc9f,"['building', 'house', 'sky', 'outdoor', 'cloud', 'tree']","['window screen', 'solar dish']","['Sky', 'Cloud', 'Building', 'Window', 'Urban design', 'House', 'Neighbourhood', 'Residential area', 'Plant', 'Tree']",['Building']
https://instagram.fcbr1-1.fna.fbcdn.net/v/t51.2885-15/e35/170581641_117874020328609_6934423585649515630_n.jpg?tp=1&_nc_ht=instagram.fcbr1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=_-Hon0IYc5cAX_WUYKY&edm=ALQROFkAAAAA&ccb=7-4&oh=f487d6bd4579ddfb7f1fcd66b3f499fa&oe=6097601C&_nc_sid=30a2ef&ig_cache_key=MjU0ODQ1NDUzMDMzMDUyMTc1OQ%3D%3D.2-ccb7-4,"['text', 'animal', 'reptile', 'amphibian', 'true frog', 'snake', 'frog', 'toad', 'true toad', 'different']",['tailed frog'],"['Photograph', 'Nature', 'Organism', 'Terrestrial plant', 'Toad', 'Adaptation', 'Terrestrial animal', 'True frog', 'Grass', 'Amphibian']","['Frog', 'Animal']"
https://instagram.fcbr1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/170607778_5346250528781503_4704022348954092307_n.jpg?tp=1&_nc_ht=instagram.fcbr1-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=kxNUBjzT53gAX8S_zNf&edm=ABZsPhsAAAAA&ccb=7-4&oh=dda5b304a52473199f0c766e397378dc&oe=609916B2&_nc_sid=4efc9f,"['outdoor', 'person', 'animal', 'reptile', 'frog', 'hand', 'lizard', 'snake']",['tailed frog'],"['Frog', 'Toad', 'Reptile', 'True frog', 'Finger', 'True toad', 'Terrestrial animal', 'Amphibian', 'Soil', 'Grass']",['Animal']
https://instagram.fcbr1-1.fna.fbcdn.net/v/t51.2885-15/e35/170153851_4205264372840054_2006973038160917991_n.jpg?se=7&tp=1&_nc_ht=instagram.fcbr1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=jQQjryt1o1cAX9qb-KJ&edm=ALQROFkAAAAA&ccb=7-4&oh=cd73addd2670983c512b050fe3113500&oe=60989129&_nc_sid=30a2ef&ig_cache_key=MjU0ODMwOTM1NzE1NzU3ODc0Nw%3D%3D.2-ccb7-4,"['reptile', 'animal', 'statue', 'sculpture', 'lizard', 'dinosaur', 'frog']",['tailed frog'],"['Hand', 'Reptile', 'Organism', 'Scaled reptile', 'Sunglasses', 'Terrestrial animal', 'Iguania', 'Snout', 'Close-up', 'Wood']",['Animal']
https://instagram.fcbr1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/171043344_876206953316954_6122471785976443455_n.jpg?tp=1&_nc_ht=instagram.fcbr1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=6Ox1QsfXxm0AX9OuQ6s&edm=ABZsPhsAAAAA&ccb=7-4&oh=81d7cc86aa1edbe50de582c8564cb453&oe=609A1342&_nc_sid=4efc9f,"['reptile', 'lizard', 'animal', 'crocodile', 'snake', 'scaled reptile', 'amphibian', 'rock', 'iguania', 'turtle', 'crocodilia', 'iguanidae', 'alligator', 'tortoise', 'toad', 'true frog', 'nile crocodile', 'american alligator', 'saltwater crocodile', 'frog', 'iguana']",['tailed frog'],"['Wood', 'Scaled reptile', 'Terrestrial animal', 'Plant', 'Twig', 'True frog', 'Amphibian', 'Iguania', 'Wildlife', 'Reptile']",['Frog']
https://instagram.fcbr1-1.fna.fbcdn.net/v/t51.2885-15/e35/170441574_486430872502161_4929030457267301543_n.jpg?tp=1&_nc_ht=instagram.fcbr1-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=9cN91faKScMAX_Pb0lO&edm=ABZsPhsAAAAA&ccb=7-4&oh=4824eedd1311d69a04294d1966249689&oe=60763C8F&_nc_sid=4efc9f,"['plant', 'nature', 'leaf', 'fern']",[],"['Plant', 'Ostrich fern', 'Terrestrial plant', 'Twig', 'Ferns and horsetails', 'Tints and shades', 'Flowering plant', 'Forest', 'Darkness', 'Art']",[]
https://instagram.fcbr1-1.fna.fbcdn.net/v/t51.2885-15/e35/170136092_930685121011442_8848808803237620165_n.jpg?se=8&tp=1&_nc_ht=instagram.fcbr1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=qaaEhC1MvroAX_D0GIE&edm=ALQROFkAAAAA&ccb=7-4&oh=9892933c416b54f47d656d296b06580b&oe=609875B9&_nc_sid=30a2ef&ig_cache_key=MjU0Nzg3NDMzMDAzNzEzODYyNw%3D%3D.2-ccb7-4,"['tree', 'outdoor', 'hay', 'plant', 'trunk']",['American alligator'],"['Branch', 'Twig', 'Wood', 'Grass', 'Natural material', 'Trunk', 'Grass family', 'Terrestrial animal', 'Terrestrial plant', 'Root']",['Animal']
https://instagram.fcbr1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/170433739_939682640112554_7621266594513417030_n.jpg?tp=1&_nc_ht=instagram.fcbr1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=3Qrh1UGQmX8AX8w3JuZ&edm=ABZsPhsAAAAA&ccb=7-4&oh=ddbaa6a71f37456f4fa225b5689b5a16&oe=6097A0ED&_nc_sid=4efc9f,"['reptile', 'animal', 'frog', 'lizard', 'illustration', 'cartoon', 'dinosaur', 'amphibian']",[],"['Vertebrate', 'Green', 'Organism', 'Mammal', 'Yellow', 'Line', 'Terrestrial animal', 'Amphibian', 'Painting', 'Adaptation']","['Lizard', 'Animal']"
