"all _ image _ url","Event Date - parsed","User","Latitude","Longitude","Occurrence status assumed to be present","Coordinate precision not valid","Country inferred from coordinates","Coordinates derived from verbatim coordinates","Coordinates converted to WGS84","First of the month","First of the year","Geodetic datum assumed WGS84","Habitat incorrect for species","Identification date before occurrence date","Incomplete collection date","Invalid collection date","Coordinates are transposed","Collector name unparseable","Coordinate uncertainty not valid"
"","2013-09-06","","-31.96397179","115.8401532","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"0309a748-2312-43fe-8e9a-648040c5b7c2","2012-09-23","","-32.00993193","115.8741545","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"04c88d7a-6a45-47a3-ac83-67c91feab185","2019-09-07","","-34.1","145.8","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false"
"","2010-09-23","","-31.54108988","115.6420898","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"266071a6-2964-4f89-ab6f-e8412bab2df6","2016-09-17","kenharris","-37.822347","145.489584","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"72a835dd-074a-4662-a820-3d74e5730bb3","2011-09-24","953","43.4384","-80.2971","true","false","false","false","false","false","false","true","false","false","false","false","false","false","false"
"4ae87c6a-68c3-45d3-8fb0-129f2db904c1","2020-09-16","russell_","-37.87109","145.22024","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"2da6ddae-90a3-4b6c-a646-0c26dc1dce9a","2013-09-07","6005","-35.43586349487305","149.08741760253906","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"6ce2ff85-e623-4e62-b9db-bde3503858d5","2020-09-18","asharley","-35.45640333","138.6324","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"0eaf5fd0-a892-4bb1-83da-dfd9645356e7","2016-09-17","","-37.822347","145.489584","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"","1972-09-05","","-42.8","147.3","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","1997-09-20","","-43.019700871447505","147.92427144470014","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"4ba5eb92-7715-4898-9353-f1c3a655ebca","2020-09-20","davidclarke","-37.92257","145.12162783","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","2013-09-07","","-31.96391793","115.8401532","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"a6a7a9d1-2c2a-4ab7-b3db-a8ed2294fd3e","2011-09-24","953","43.4384","-80.2971","true","false","false","false","false","false","false","true","false","false","false","false","false","false","false"
"0858da76-f7b3-49b4-91fc-79c07a8289d1","2013-09-09","scotty","-35.014923","138.629333","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"63d9f7fe-1ea5-4566-85db-3d7d6d059e18","2015-09-26","","-31.96448112","115.8375547","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","2012-09-27","","-37.93911044","145.1110365","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"bfea1fe0-c060-4a80-a816-f2fcd6c3350a","2019-09-04","thylacoleo","-38.4994261599","143.2110125268","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","2001-09-04","","-41.25","147.15","true","false","false","false","false","false","false","true","false","false","false","false","false","false","false"
"","1987-09-15","","-42.9137","147.3381","false","false","false","false","false","false","false","true","false","false","false","false","false","false","true"
"555018a9-6d6c-4b26-9fa8-995f2d6c3a42","2014-09-06","","-37.77437086","144.9943393","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"20c3535d-31ae-4cae-ad77-e569030517a5","2020-09-28","littlellama","-34.893","138.547","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"b33552b7-2c54-4b3e-91e8-a18d38ff0333","2019-09-05","","-36.732543","149.979218","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"1916e442-8769-4f53-b0c0-7e99405037f4","2019-09-06","","50.6","2.8","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false"
"72dd3541-7849-4bfa-b6b8-79da86d9c9ff","2019-09-04","","48.2","16.4","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false"
"a4620b5a-20d7-4d95-bc86-59d942c79acd","2018-09-13","","-34.5","150.4","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false"
"879ef436-0ea4-4dc9-a88c-fcef4f61dc8e","2011-09-24","953","43.4384","-80.2971","true","false","false","false","false","false","false","true","false","false","false","false","false","false","false"
"","1997-12-10","","-43.46709187648977","147.24987564203659","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"","1997-12-09","","-41.15028832737322","146.60209891074553","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"","","","-37.82","145.08","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"","2014-12-13","1370","-37.7612190246582","146.40371704101562","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"27eb53ee-eb63-4b09-bf1b-1786c987fa10","2018-12-24","","-38.5","145.5","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false"
"","","","-37.82","145.08","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"","","","-37.82","145.08","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"c9d3f9cf-aa9d-4b21-b520-55268c03dba0","2019-12-07","luism","-37.8795952","144.9988727","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","","","-37.82","145.08","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"","1997-12-09","","-43.421077705850074","146.16259126887562","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"69bdc94e-a304-47a0-936f-547e3d11ddb4","2010-12-04","","-42.904097","147.287532","true","false","false","false","false","false","false","true","false","false","false","false","false","false","false"
"a853a237-dc8b-4e53-a7dd-552ca9bdec76","2010-12-04","","-42.904097","147.287532","true","false","false","false","false","false","false","true","false","false","false","false","false","false","false"
"","","","-37.82","145.08","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"07a09609-593e-4ec8-9e63-81105853da40","2020-12-31","aedmonds","-37.7911589664","145.008522316","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","","","-37.82","145.08","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"4f7b67ce-8e87-4b29-98d0-612a8938b25c","2016-12-01","","-33.9000666","150.8478522","true","false","true","false","false","true","false","true","false","false","false","false","false","false","false"
"","","","-37.82","145.08","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"","","","-37.82","145.08","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"144e62e1-2e91-409c-96bc-415ced0e0c8a","2020-12-21","petheram","-37.5394527778","143.8775694444","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","","","-37.82","145.08","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"1b18347e-07bf-4b0e-9c59-ae37ceb42cdc","2019-12-12","reiner","-33.6422831473","150.3026549767","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"2520e47a-2190-4a5a-8fab-8ebcf66ec31a","2019-12-08","demonrowe","-37.8724933281","142.2915727461","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"071a1d25-5e97-4afb-a41b-3cb6082666a0","2020-12-23","kerrileeharris","-37.2444393747","149.9036005686","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"6c5be25d-7732-46a1-b336-68eb84e2d49a","2020-12-29","suecee","-38.175503","145.13234","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"103608ce-1a98-4aee-a760-4de2eac1b679","2020-12-31","maxcampbell","-37.0186638881","149.799103946","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","2017-12-12","","-42.3495","147.9169","false","false","false","false","false","false","false","true","false","true","false","false","false","false","true"
"107ab651-3256-4158-acff-ae8d2b10e38a","2019-12-05","","-35.0","138.9","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false"
"945fb85e-06df-43df-8e29-6acd5c8299c3","2020-12-05","j-k","-33.8692555556","151.0938277778","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","","","-37.82","145.08","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"","","","-37.82","145.08","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"","1996-12-07","","-41.03899803292318","144.800388088112","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"","2014-12-25","1370","-36.35060119628906","146.3261260986328","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"","","","-37.82","145.08","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"0cd89847-0c46-425f-9d22-84aefc63d32e","2020-12-24","stephen169","-34.9895081171","138.5945763868","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"a6af00dd-ce5d-43ce-9551-0a3b8d9d083f","2020-12-26","a_kurek","-37.9881844722","145.5939750086","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","","","-37.82","145.08","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"","2014-12-21","","-33.8504394","150.9100151","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"0c0ff317-efaf-4b62-98ff-6273612d99db","2014-12-10","tony_ladson","-37.7716666667","144.98517","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"0f1067d1-4a28-4ee7-a034-c9ea972cd7de","2020-12-29","stanley8m","-37.78107","145.0127416667","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"68f7b218-9cec-49c2-a338-fad29e8975b3","2020-12-05","j-k","-33.8692555556","151.0938277778","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"313628b0-9645-452a-8b67-df2e389906b3","2018-12-07","davobj","-35.4013138889","148.9819805556","true","false","true","false","false","false","false","true","false","true","false","false","false","false","false"
"","","","-37.82","145.08","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"","1997-12-10","","-42.124626751870764","148.28860948918881","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"","","","-37.82","145.08","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"","1999-12-29","","-43.52852464197411","146.87392066206039","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"a5029900-df77-436d-827f-1ddba8a203fd","2017-12-13","","-37.5","145.8","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false"
"","2000-11-25","","-41.45","147.16666","true","false","false","false","false","false","false","true","false","false","false","false","false","false","false"
"22712ec2-ad4a-4d5c-b9b4-d24931bc9ef0","2018-11-28","reiner","-42.9919808333","146.3722194444","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"14bc09bd-00cf-4d8d-9016-89a29af5d1ac","2020-11-18","reiner","-37.855235","144.16363","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"6a626e9b-1113-402a-ad4d-0fefb36dfd04","2020-11-16","jessmcoleman","-37.8633493056","145.2668210408","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"0932bc1a-4885-48c4-8b89-ad1ba5104f55","2020-11-13","","-37.7","145.5","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false"
"830f2441-8533-4a75-9973-3c19a08d30f1","2020-11-30","kim-tarpey","-37.6425111639","145.2425724366","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"316addd0-64cf-499b-a7f9-b334f3c9cf8a","2020-11-11","graemelunt","-37.5745489","143.8849989","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"24363fda-afa8-4a79-aa3d-4d79447524ea","2018-11-06","","-33.3","149.1","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false"
"","2013-11-10","","-35.2764086","149.1155251","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"27c3df46-a0c8-4462-a71a-c5074cdcfae4","2020-11-02","reiner","-37.9595397222","145.37233","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"0a54705a-7b09-4d98-b5f4-e3b4e2e2ccf9","2020-11-08","reiner","-37.9743091667","145.3985111111","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","1992-11-11","","-42.98","147.31","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false"
"3d23c668-5ff7-460e-972a-f7b998d56ae1","2014-11-11","","-37.8140037","144.9762565","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"","2010-11-08","","-42.666","146.583","true","false","false","false","false","false","false","true","false","false","false","false","false","false","false"
"44e36338-6861-40fa-8074-f4ebaffd12a9","2015-11-14","","-37.7516273727","145.0858899122","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"","1997-11-19","","-42.88056160954959","147.36749646454194","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"f9a2ccee-8449-435e-a10c-bb5ccb26d582","2014-11-19","10309","-32.00066375732422","115.906005859375","false","true","true","false","false","false","false","true","false","false","false","false","false","false","false"
"0026bbc0-495a-4824-a8da-4f122f96e02b","2017-11-24","reiner","-37.8536230556","146.4312663889","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","1997-11-04","","-43.58256278818464","146.88619428977142","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"7aff21ab-4d15-46f6-851f-5841aed1e411","2014-11-11","aedmonds","-37.8140037","144.9762565","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"d30f547b-4317-4976-9fc5-551bc45653f6","2019-11-27","reiner","-37.9704463068","145.3959761424","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"4dbdfb61-f631-47fa-b752-c7eec95d2469","2020-11-02","reiner","-37.972975","145.3962466667","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"e706d679-6f18-4868-b726-38117a18c186","2020-11-22","triciastewart","-38.19667","145.48326167","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"69ea1796-eafa-4ca4-8f0f-ed34183731a2","2014-11-12","","-37.70003","145.526921","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"2ddb729b-a1a5-4b7b-8184-b24013f3afe0","2018-11-14","","-34.7","150.3","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false"
"5e44ea5f-55c0-432a-afda-8fda376237b9","2019-11-08","","-37.6","143.9","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false"
"","1971-11-29","","-42.8825","147.3231","false","false","false","false","true","false","false","false","false","false","false","false","false","false","true"
"","1982-11-30","","-42.8749","147.3122","false","false","false","false","false","false","false","true","false","false","false","false","false","false","true"
"baedc440-5983-435f-a204-e4a1f89250d8","2015-11-14","aedmonds","-37.7516273727","145.0858899122","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"74317cb6-86d6-4a5c-8b11-974644af3cc4","2017-11-10","mbdbirds","-37.8188777778","145.0430916667","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"67fe2c39-ced0-445a-bf0f-6769ad9b4f52","2018-11-27","reiner","-42.688843891","146.6985941206","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"3a24dfdd-1cee-446a-86b0-3844f66fc495","2020-11-22","reiner","-37.8957919444","145.3761405556","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"1fc9ea00-eeae-4861-939a-d43a55cf2acb","2019-11-09","andrejs1","-35.4448916667","149.8048694444","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"e0e4c9c8-d324-47f0-9c0c-04ebd650ec46","2015-11-11","1370","-41.44765111","147.11801806","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"","2000-11-25","","-41.45","147.16666","true","false","false","false","false","false","false","true","false","false","false","false","false","false","false"
"9772cb87-e39c-4a9d-82e7-d6b83b47fcec","2020-11-27","maxcampbell","-36.5773749698","149.7620809923","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"c9918fac-b1e3-4407-86ba-486ebd26e8c7","2020-11-03","bamartin74","-38.1693571933","145.0952883338","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"287a2dfb-d9ea-4c7e-9b9b-3e6964770922","2020-11-25","reiner","-37.1376807976","147.9493314848","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"0012bbbb-ddb7-48a5-a1ee-a10be0cdd0f2","2020-11-28","graemelunt","-37.68936059","143.99723507","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"e976d0d8-04fb-4c6d-bf05-f345de2be950","2008-11-28","","-37.56455","144.3198","false","false","true","true","false","false","false","false","false","false","false","false","false","false","false"
"d409df8b-07dd-4d9a-be7d-7c35bc749de0","2008-11-28","chrislindorff","-37.564548","144.319797","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"105a1572-c5ac-4760-a369-e5eb8f2f16ec","2019-11-09","zosterops99","-41.17135041","146.33802729","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"6f3c3e58-c111-4fc8-9a81-3a7564f27ce1","2020-11-01","triplett","-37.6472641852","144.8599341027","true","false","true","false","false","true","false","true","false","false","false","false","false","false","false"
"","1997-11-21","","-43.00228052642191","146.28363106813694","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"2bdd060e-c698-4a45-933a-11cf4db10e86","2018-11-20","reiner","-41.6511450036","145.0786539036","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"ae65d271-f09c-4c1e-bf11-6d5664e1d9d8","2014-11-30","davemmdave","-35.0036128388","138.4003888704","true","false","true","false","false","false","false","true","true","false","false","false","false","false","false"
"","1997-11-30","","-42.11629794349288","146.1763575970742","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"","1986-11-10","","-42.916","147.317","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false"
"a96dc68d-974e-4611-b327-2eb674d83d1f","2020-11-08","rover-rod","-37.4310466667","144.6548388889","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"b161278a-5855-4f39-92aa-b4720c5cb10a","2019-11-10","","-35.2","149.1","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false"
"","1986-11-30","","-42.54856598372391","145.48361856807335","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"93302c93-f072-4970-b4b5-765c5f16b42f","2018-11-19","reiner","-41.472621632","145.3071687215","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"40074013-31de-491e-8879-45a4cafee9bf","2020-10-19","ricardosimao","-37.9671699226","145.1606184617","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","2015-10-26","","-31.96967534","115.8206076","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"2c33cbfa-445d-410f-a50d-90c7e5b7e77e","2020-10-31","","-37.0","143.8","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false"
"e56ba62d-cf21-4dd1-8664-16a5150a45cf","2015-10-28","","-31.96540891","115.838252","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"5b4d89b4-c44b-41f4-ae5e-acb61461d6b6","2018-10-27","mononymous","-37.8401933333","145.162045","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"04c1e1d5-025a-48a9-a511-7a13e4b4b04c","2017-10-08","daviaker","-38.4314216667","146.5662933333","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","1997-10-10","","-42.09815989485023","148.2384920261067","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"0fc6f717-ade3-4ec3-94e8-bc74137256b4","2020-10-11","reiner","-37.88","145.39","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"418c2173-ef8d-455e-9b4a-e642443bdda8","2020-10-22","rwl","-34.8940904914","138.4891349136","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","2015-10-26","","-31.96997083","115.8283379","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","2013-10-19","","-35.2777","149.118527","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"54cc9fae-cb05-426d-88b4-a420f828ca10","2019-10-24","reiner","-37.7705766571","145.7055007714","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","1997-10-10","","-42.21013367018377","145.97403876295002","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"92d3655f-2c08-4cdd-bc76-c81d77de2466","2018-10-28","silversea_starsong","-35.3159683333","149.1583466667","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"bd3f4707-4368-4d7d-9630-b76a0e72f17a","2019-10-13","","38.9","-77.0","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false"
"eb45513b-3279-45e2-adb9-268647f28a47","2015-10-22","","-32.0569037","115.9691215","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"bae9c24d-0a49-4062-8d0e-eb6d7631f9c8","2020-10-14","bushbandit","-37.853592237","145.2018336594","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"5c700299-8bbf-4338-bd40-0d6028270d64","2020-10-02","jdcamilleri82","-37.7910555","144.9514677","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"23da7763-f3a4-44a2-8fa5-5f029080e0a4","2020-10-22","reiner","-37.88","145.39","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"62aad8a8-3027-4f58-8714-6464b9e08844","2020-10-22","rwl","-34.9295837004","138.4083554571","true","false","true","false","false","false","false","true","true","false","false","false","false","false","false"
"","2015-10-26","","-31.96852854","115.824191","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","1997-10-09","","-43.41237019555123","146.87539703746964","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-10-25","","-31.975601","115.820115","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","2011-10-24","","-31.983914","115.819568","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"79e67e9a-1f4d-4a51-8d1c-5f9ce10a91e8","2020-10-10","karenretra","-36.0876992167","146.9269249667","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"538dc018-0a4c-4d3f-bf04-b02b790d0648","2020-10-19","pauldavill","-35.1200588539","138.5203497112","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","2011-10-21","","-35.035549","117.902893","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","2011-10-28","","-31.973317","116.057791","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"95997534-247f-4cd3-bec8-0ae38724ad50","2019-10-31","maxcampbell","-36.673192","149.833042","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"46ca1c0b-5e14-420e-acca-5d8d7a61e689","2020-10-04","d_kurek","-37.9111003","145.0578993","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","2011-10-13","","-31.904406","115.782357","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","","","-38.17","144.35","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"","2011-10-18","","-31.840161","116.06543","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"1d614871-6c18-4b38-bd0e-dce350016b87","2020-10-17","shaneoc","-38.5035533333","145.2801666667","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"5daf38c3-f3f5-44de-afbf-8c9cc82ad85b","2020-10-03","cornishinoz","-35.3127023271","149.1468534619","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"63734922-cb5a-4c4e-b03b-9440f4cd8371","2020-10-28","reiner","-37.9409380556","145.3454780556","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","1997-10-09","","-42.67726978666375","146.71332908195365","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-10-23","","-32.000962","115.88864","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"1f9848eb-9373-48c1-acd3-adb4b4b26871","2017-10-18","","-38.2","145.1","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false"
"","2011-10-11","","-31.898613","115.781013","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"ce85c2ff-a0fe-4346-acc7-e3f902bfe7b3","2016-10-17","matthew_connors","-37.877029589","145.0082812657","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","2011-10-02","","-31.981115","115.818686","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"0a1d0146-c3e5-4dd9-9e97-ad54bff367a4","2018-10-26","vmoser","-43.1890291469","147.8491326325","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"9c430996-a2db-4184-b90c-37961808225b","2018-10-14","","-35.2","149.1","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false"
"","2011-10-07","","-31.936977","115.754637","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"380803d0-0fb7-4fe6-8a1a-0af09e24f5dd","2019-10-13","","38.9","-77.0","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false"
"27663226-d544-4549-b463-04259d7d4839","2016-10-29","aedmonds","-37.7719290449","144.986899087","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"4200791d-b8ba-4933-9e87-7f2d9484d713","2016-10-30","","-38.1","146.5","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false"
"","2011-10-16","","-31.719727","115.739209","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"7034b39a-ed97-4c59-8982-c97ee0c0eb35","2020-10-30","reiner","-37.8782219444","145.4465261111","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"0e3691f4-6cb2-4896-861d-d1e01f883755","2020-10-31","iryna25","-37.9779916667","145.1987","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","2011-10-19","","-31.923376","115.889097","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","1997-10-04","","-41.883160210660165","148.29700309759883","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"","2010-10-02","","-37.763386","145.206813","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","2015-10-26","","-31.966641","115.83743","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"5dabd7f8-58c9-46c6-8965-8f44d4069856","2014-10-31","","-37.8131744034","144.9803924561","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"","1997-10-02","","-42.57101120475791","145.68425604749916","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"d4de1450-2772-46f6-b74a-041960fc1d97","2019-10-31","","-36.673192","149.833042","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"87974897-277d-4c3c-be5e-dfb6402938b0","2016-10-29","","-37.7719290449","144.986899087","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"b0b51f99-a6ee-4b5d-a828-3cb19af1d63f","2020-10-09","vikdunis","-37.6638865277","148.3664117528","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","2009-10-25","","-37.92361779","145.4295444","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","2015-10-26","","-31.87879376","115.9303907","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"589ed971-43c2-46f9-bf0a-bc8adabca125","2016-04-03","1370","-36.88916317","146.08687878","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"","2012-04-09","","-33.99588585","115.020866","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","2015-04-01","","-33.75221218","150.8804895","true","false","true","false","false","true","false","true","false","false","false","false","false","false","false"
"","1998-04-09","","-41.372975971261155","145.76586942340228","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"0e5336d4-267a-403d-96b6-fd570bed0c92","2019-04-03","allanlugg","-37.0619055","149.2552633333","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"","","","-41.25","147.15","true","false","false","false","false","false","false","true","false","false","true","true","false","false","false"
"","2014-04-16","","-33.795525","151.030315","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
